Date,Close,Volume,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,GBP,JPY,CAD,CNY,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,FCHI,FTSE,GDAXI,GSPC,HSI,DJI,SSEC,RUT,NYSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,Name,AUD,Brent,CAC-F,copper-F,WIT-oil,DAX-F,DJI-F,EUR,FTSE-F,gold-F,HSI-F,KOSPI-F,NASDAQ-F,GAS-F,Nikkei-F,NZD,silver-F,RUSSELL-F,S&P-F,CHF,Dollar index-F,Dollar index,wheat-F,XAG,XAU
2010-01-15,2287.98999,0.1701735007,-0.0124096792,0.0038303602,0.0112122553,-0.0130166597,-1.2592918509,0.830270754,,,2299.7758833,,,,0.03,0.06,0.15,2.44,3.7,-0.0175173283,-0.0090050516,5.12,6.18,-0.0039212685,-0.0056646763,0.0054719562,0,-0.0167120281,-0.001648991,-0.0155688613,-0.0082949311,-0.0226001124,-0.0032299097,-0.0313901345,-0.0081802382,-0.0152872641,-0.0077844188,-0.0188532197,-0.0108231305,-0.0028912469,-0.0094205634,0.0026751414,-0.0131026888,-0.0123151956,3.67,3.64,3.55,0.03,0.12,1.06,2.48,6.03,6.12,6.15,0.0714285714,-0.0531914894,-0.0278884462,NASDAQ,-0.94,-0.91,-0.53,-0.62,-1.75,-1.89,-0.94,-0.81,-0.83,-1.09,-0.43,0.38,-1.38,1.84,0.73,-0.55,-1.24,-1.42,-1.14,0.64,0.77,0.77,-3.27,-1.45,-1.08
2010-01-19,2320.399902,-0.2246139732,0.0141652333,-0.0124096792,0.0038303602,0.0112122553,0.3455265417,0.518968836,,,2303.52570488,,,,0.03,0.06,0.14,2.48,3.73,0.0130836326,0.0044326241,5.22,6.21,0.0053325302,0.0049476253,0.0026239067,-2.93384186593E-05,0.0442383146,0.003696728,0.0060827247,0.0122366794,-0.0091575321,0.007777025,0.0071225427,0.0023150918,0.0139819746,0.0105767124,0.0171052203,0.0124996265,0.001100034,0.0109126402,0.0070474104,0.0175402872,0.0118108763,3.7,3.67,3.59,0.03,0.11,0.99,2.48,6.07,6.15,6.18,-0.0666666667,0.0449438202,0.0163934426,NASDAQ,-0.17,0.69,0.79,0.5,1.31,0.91,0.59,-0.59,0.35,0.85,0.52,0.16,1.48,-2.35,-0.74,-0.95,0.49,1.54,1.19,0.89,0.58,0.57,-2.08,0.7,0.45
2010-01-20,2291.25,0.1499053924,-0.0125624475,0.0141652333,-0.0124096792,0.0038303602,0.3917058055,-0.75626481,,,2301.29375854,,,,0.03,0.05,0.14,2.45,3.68,-0.0197518359,-0.0112533098,5.24,6.16,-0.0035856844,-7.67113699725E-05,0.0130851992,7.33481985683E-05,-0.0153924484,-0.0143405845,-0.00241844,-0.0030603826,0.0027727126,-0.0163987138,-0.0162659471,-0.0179009391,-0.0201313257,-0.0167419948,-0.020906988,-0.0105978293,-0.0180741258,-0.0114008763,-0.0292662802,-0.0146962006,-0.015294867,3.65,3.63,3.54,0.02,0.11,0.92,2.48,6.02,6.11,6.13,0,-0.0107526882,-0.0120967742,NASDAQ,-1.73,-1.69,-2.06,-2.65,-1.77,-2.08,-1.06,-1.4,-1.72,-2.4,-2.02,0,-1.2,-1.1,-0.46,-1.64,-4.89,-1.3,-1.03,1.05,1.09,1.08,-2.08,-4.69,-2.32
2010-01-21,2265.699951,0.2236116485,-0.0111511398,-0.0125624475,0.0141652333,-0.0124096792,-1.828500056,-1.5379726845,,,2294.82215717,,,,0.02,0.06,0.14,2.38,3.62,-0.0204081633,-0.0107118947,5.21,6.13,-0.0057043599,-0.0087617663,0.0051664753,5.86742552037E-05,-0.0172861946,0.0066783591,-0.0290909091,-0.0181120639,-0.0658986375,-0.0189604446,0.0064701653,-0.0195502281,-0.0169994629,-0.0158094211,-0.0178687581,-0.0189449037,-0.0198955473,-0.0201138813,0.002225023,-0.0175888436,-0.0211969603,3.6,3.56,3.48,0.04,0.12,0.92,2.51,5.99,6.07,6.11,0,-0.0543478261,-0.0285714286,NASDAQ,-0.86,-2.28,-1.65,-1.82,-1.98,-1.78,-2.07,-0.07,-1.55,-0.86,-2.12,0.78,-1.39,2.17,1.21,-1.18,-2.07,-1.96,-2.03,-0.15,0.03,-0.03,2.35,-2.8,-1.49
2010-01-22,2205.290039,-0.0209118076,-0.0266628032,-0.0111511398,-0.0125624475,0.0141652333,-4.8106369934,-4.1199107837,,,2278.54359023,,,,0.02,0.06,0.14,2.37,3.62,-0.0209651899,-0.0218813445,5.21,6.15,-0.0058642069,-0.0064496146,0.0064724919,-0.0001026739,-0.0495986699,-0.0409888081,0.00561804,-0.0120368921,-0.0340404777,-0.0349883705,-0.0264285714,-0.0089954877,-0.0107141817,-0.0060167752,-0.0089874123,-0.0221409881,-0.0065423186,-0.0208760271,-0.0095841908,-0.0178878195,-0.0200503033,3.6,3.56,3.48,0.04,0.12,0.94,2.53,6.01,6.09,6.13,0,-0.0344827586,-0.0042016807,NASDAQ,-0.02,-2.35,-1.09,1.61,-2.02,-0.81,-1.81,0.33,-0.6,-1.22,-0.37,-2.72,-2.35,3.63,-2.31,-0.49,-3.3,-1.47,-1.8,-0.05,-0.11,-0.05,-0.45,-1.73,-0.2
2010-01-25,2210.800049,-0.2424989885,0.0024985421,-0.0266628032,-0.0111511398,-0.0125624475,-3.3737009925,-4.5905081017,-2.5714410912,,2266.22658273,,,,0.02,0.06,0.14,2.39,3.66,0.0087542088,0.0103782288,5.29,6.22,0.0086939465,0.0067364772,-0.000472858,-1.46692093296E-05,0.0269026549,-0.0092234374,0.0161390431,0.0003164557,0.0012767875,0.0124309742,0.0146735143,-0.0037821484,-0.0101890009,-0.0080520828,-0.0112284664,0.0045980975,-0.0061578597,0.0023473832,-0.0109240984,0.0016042099,0.0060478423,3.64,3.6,3.52,0.04,0.12,0.93,2.56,6.08,6.16,6.2,0,0.0238095238,0.0084388186,NASDAQ,0.38,1.18,-1.02,1.38,0.97,-1.09,-0.11,0.1,-0.73,0.55,-0.37,-0.48,0.04,-1.67,-0.76,0.62,0.46,-0.57,0.14,-0.14,-0.1,-0.11,-0.05,0.29,0.48
2010-01-26,2203.72998,0.1063133975,-0.0031979685,0.0024985421,-0.0266628032,-0.0111511398,-5.0280092625,-4.6998558273,-4.5351342276,,2254.86356405,,,,0.02,0.07,0.14,2.38,3.65,-0.003070761,-0.0018260671,5.3,6.24,-0.0063457993,-0.0086822318,0.0049200492,-4.40082735555E-05,0.0141330576,-0.0068988032,-0.0012218081,-0.0068016449,-0.019637848,0.0061391542,-0.0242227043,0.0010630221,0.0066607455,0.0031557321,0.0066697905,-0.0042031993,-0.0237502487,-0.0002520691,-0.0242426907,-0.009626138,-0.0063352518,3.63,3.58,3.51,0.05,0.12,0.94,2.59,6.1,6.17,6.22,0,0.011627907,-0.0041841004,NASDAQ,-0.64,-0.54,0.66,-1.63,-0.73,0.62,-0.02,-0.54,0.17,0.25,-2.37,-2.12,-0.11,-4.14,-1.62,-0.9,-1.66,-0.81,-0.48,0.56,0.33,0.31,-0.98,-2.34,-0.02
2010-01-27,2221.409912,0.0557414262,0.0080227306,-0.0031979685,0.0024985421,-0.0266628032,-3.0481216803,-2.6683555444,-3.7813346187,,2248.78108186,,,,0.01,0.08,0.16,2.43,3.66,-0.0137940271,0.0013720558,5.28,6.23,0.0019254351,0.0035702333,0.0014122964,5.86802804917E-05,0.0094202583,0.0273685715,-0.0030581651,0.0103519349,0.0231530443,0.0057627119,0.0448314561,-0.0057645178,-0.0124085876,-0.0112565906,-0.0045387719,0.0048801522,-0.0037922579,0.0041072126,-0.0108588374,0.010160795,0.0010372378,3.65,3.58,3.5,0.07,0.15,0.95,2.57,6.07,6.15,6.22,0.1428571429,0.0344827586,0.0210084034,NASDAQ,-0.39,-1.43,-1.25,-3.42,-1.39,-0.57,0.56,-0.4,-1.09,-1.23,-0.62,-0.89,0.7,-3.85,-0.68,-0.23,-1.37,1,0.67,0.38,0.33,0.31,-1.67,-1.08,-1.02
2010-01-28,2179,0.1350887327,-0.0190914391,0.0080227306,-0.0031979685,0.0024985421,-3.8266298661,-5.5851599928,-5.3057500285,,2236.09361243,,,,0.01,0.08,0.15,2.41,3.68,-0.0002715915,-0.0061657913,5.3,6.25,-0.0021634198,-0.0019121401,0.0023505077,-1.46692093296E-05,-0.0413219871,0.0267209695,-0.0085888962,0.0056746533,0.0038138315,-0.0171890799,0.0088652479,-0.0088495879,-0.0188866453,-0.0137613426,-0.0182290391,-0.0118177412,0.0161382565,-0.0113030857,0.0025233089,-0.0168990134,-0.0111745294,3.67,3.6,3.53,0.07,0.14,0.95,2.57,6.1,6.17,6.24,-0.0625,-0.0333333333,-0.0082304527,NASDAQ,-0.18,-0.15,-1.99,-3.89,-0.04,-1.28,-1.3,-0.4,-1.12,-0.07,1.33,1.27,-2.13,-2.58,1.46,-0.16,-2.49,-1.85,-1.39,0.2,0.29,0.29,0.46,-2.11,-0.05
2010-01-29,2147.350098,0.0922166777,-0.0145249665,-0.0190914391,0.0080227306,-0.0031979685,-2.6273161342,-7.3115624857,-6.6389838372,,2219.95842799,2267.8434814,,,0.02,0.08,0.15,2.34,3.63,-0.0104591144,-0.0087316176,5.24,6.2,-0.0097986197,0.005480151,0.0036581934,0,-0.0362787508,-0.004919424,-0.004950495,-0.0147335112,-0.0136778369,-0.0336076818,-0.0007030228,-0.0081588517,0.0137361903,0.0083175862,0.0123566575,-0.0098291737,-0.0115137874,-0.0052497498,-0.0016201878,-0.0096886403,-0.0105232933,3.61,3.55,3.48,0.06,0.13,0.96,2.57,6.05,6.12,6.18,0,-0.0574712644,-0.0290456432,NASDAQ,-0.97,-0.93,1.45,-1.42,-1.02,0.66,-0.45,-0.71,0.59,-0.06,-0.27,-2.44,-1.77,-0.14,-2.5,-0.52,-0.12,-0.74,-0.81,0.84,0.7,0.71,-2.85,-0.06,-0.44
2010-02-01,2171.199951,-0.2771130338,0.011106644,-0.0145249665,-0.0190914391,0.0080227306,-1.7912111961,-5.1044820786,-6.2994936027,-4.3165923465,2211.09325036,2258.63933565,,,0.05,0.1,0.17,2.38,3.68,0.0214138641,0.0074177098,5.3,6.25,-0.0020256605,0.0054282155,-0.0077570093,1.46694245184E-05,0.0139018848,-0.0521489577,0.0105721393,0.0036589086,0.0177196204,0.0081618169,0.0175870559,0.0271612603,0.0060302956,0.0113520096,0.0081461315,0.0142661086,0.0060510797,0.0117409675,-0.0160345276,0.0119759854,0.0180787589,3.63,3.58,3.51,0.05,0.12,0.95,2.57,6.08,6.15,6.2,0.1333333333,0.0487804878,0.0170940171,NASDAQ,0.81,2.31,0.67,1.08,2.11,0.9,1.2,0.47,0.92,1.97,-0.09,0,0.95,5.91,0.3,1.1,2.4,1.15,1.47,-0.37,-0.29,-0.28,0.26,3.15,2.39
2010-02-02,2190.060059,0.1048859964,0.0086864906,0.011106644,-0.0145249665,-0.0190914391,-0.6203083465,-5.6171284479,-5.2910105758,-5.127310758,2207.26903375,2252.10797597,,,0.04,0.1,0.17,2.37,3.67,0.0376293509,0.0225494708,5.28,6.23,0.0024786037,-0.0036580101,-0.0042573232,-0.0002933842,0.0058029221,-0.0063094135,0.0369230769,0.0142653669,0.0232146853,0.0017599085,-0.0048392326,0.011786023,0.0133226315,0.006841465,0.009758665,0.0129729485,0.0014043687,0.0109291645,-0.0022599123,0.0078785195,0.0133000717,3.63,3.57,3.5,0.06,0.13,0.95,2.56,6.06,6.13,6.19,0,0,-0.0042016807,NASDAQ,-0.57,4.04,1.3,0.19,3.76,1.05,0.86,0.24,0.8,1.19,0,-0.57,0.75,0.37,1.77,0.62,0.5,0.92,1.01,-0.18,-0.3,-0.29,2.66,0,0.71
2010-02-03,2190.909912,-0.0668916373,0.0003880501,0.0086864906,0.011106644,-0.0145249665,-1.3730018866,-4.3792727987,-4.004720859,-5.1024187096,2204.29464797,2246.27958892,,,0.05,0.1,0.17,2.4,3.73,-0.0032379225,0.0038253825,5.36,6.31,-0.004505358,0.0045560556,0.0043701167,0.0002787968,0.0172061472,0.0082966049,-0.0100890208,-0.0056258945,-0.0064117881,0.0059732961,-0.0225773525,-0.0053763591,-0.0048948783,-0.0056971232,-0.006580131,-0.0054743114,0.0221929954,-0.0025541603,0.0235532649,-0.0055207476,-0.0082828024,3.68,3.63,3.56,0.05,0.12,0.95,2.58,6.14,6.21,6.26,0,0.023255814,0.0126582278,NASDAQ,-0.42,-0.18,-0.51,-3.79,-0.32,-0.8,0.17,-0.46,-0.51,-0.54,2.2,1.29,0.93,-0.64,0.48,-2.06,-2.55,-0.07,-0.07,0.34,0.47,0.46,-3.47,-1.92,-0.5
2010-02-04,2125.429932,0.2162241952,-0.0298871166,0.0003880501,0.0086864906,0.011106644,-2.4584703075,-6.1910236145,-7.9063208002,-7.633780047,2189.95560871,2234.77009779,,,0.04,0.09,0.16,2.29,3.62,-0.0497661123,-0.0286931181,5.27,6.24,-0.0094302645,-0.0157418765,0.0096063289,0,-0.0360387047,-0.0265322926,-0.0383692446,-0.0155587299,-0.0481509792,-0.0275933995,-0.0383795323,-0.028228184,-0.0274735194,-0.0216820958,-0.0244794448,-0.0311406779,-0.0183591344,-0.0261300633,-0.0028386566,-0.034356239,-0.036174073,3.58,3.53,3.46,0.05,0.12,0.97,2.62,6.08,6.15,6.2,-0.0588235294,-0.0909090909,-0.0458333333,NASDAQ,-2.15,-4.99,-2.69,-3.1,-4.99,-2.44,-2.56,-1.17,-2.07,-4.41,-1.31,-0.28,-2.84,-0.06,-0.67,-1.43,-5.93,-3.45,-3.17,0.69,0.67,0.69,1.17,-6.65,-4.16
2010-02-05,2141.120117,0.0034661365,0.0073821229,-0.0298871166,0.0003880501,0.0086864906,-0.2901241398,-2.9098177956,-7.5804740177,-6.9098466822,2181.0764284,2225.851052,,,0.03,0.1,0.17,2.23,3.59,-0.0270750718,-0.0233094853,5.24,6.21,-0.0070932644,-0.0021250754,-0.0010261194,0.0002347108,0.0177557611,0.0125064428,-0.0155860963,0,-0.001303755,0.0064655172,0.0133038068,0.0012361248,-0.034015041,-0.0152549775,-0.0178738652,0.0028971189,-0.033259881,0.0010048591,-0.0186645257,0.0055962336,-0.0007527944,3.56,3.49,3.42,0.07,0.14,0.97,2.62,6.04,6.11,6.18,0.0625,-0.0375,-0.0262008734,NASDAQ,0.43,-3.52,-3.45,-0.76,-2.67,-1.38,-0.38,-0.52,-1.52,-0.96,-3.97,-2.97,0.59,1.83,-2.8,0.12,-3.39,-0.12,-0.19,0.61,0.64,0.65,-0.32,-0.85,0.19
2010-02-08,2126.050049,-0.2756287574,-0.0070384038,0.0073821229,-0.0298871166,0.0003880501,-2.0794907433,-3.8334538684,-7.0778255896,-8.2479869597,2171.07163214,2216.34619457,,,0.03,0.12,0.17,2.26,3.62,0.0101194659,0.0056710775,5.27,6.26,-0.0052337363,0,0.0034363619,-0.0002199897,-0.006855638,-0.0047703979,-0.0120329322,-0.0043103449,-0.0156657445,-0.0107066738,-0.0361050328,-0.0069445213,0.012209018,0.006204411,0.009294644,-0.0088632903,-0.0058067118,-0.0103713974,-0.0014383973,-0.0109447034,-0.0101551558,3.59,3.5,3.45,0.09,0.14,0.99,2.64,6.09,6.14,6.23,0,0.025974026,0.0134529148,NASDAQ,-0.35,0.75,1.23,1.93,0.98,0.58,-0.46,-0.08,0.61,1.28,-0.1,-0.64,-0.6,-2.07,-0.99,-0.99,-0.1,-0.63,-0.35,0.05,-0.19,-0.17,2.16,-0.86,-0.16
2010-02-09,2150.870117,0.1277525684,0.0116742633,-0.0070384038,0.0073821229,-0.0298871166,-1.7894459944,-2.398654258,-7.3060589623,-6.9857767934,2167.39862939,2210.11037766,,,0.05,0.12,0.18,2.32,3.67,0.025601781,0.0068139098,5.32,6.32,0.0075648045,0.0061420869,-0.0068677995,-5.86768373185E-05,0.0106635331,0.0102713086,0,0.0062529903,0.0183023337,0.0104617969,0.0105939841,0.0132089981,0.0015219238,0.0038293111,0.0024448559,0.013040133,0.0122443871,0.0151639172,0.0046566127,0.0147998997,0.0180655921,3.62,3.55,3.49,0.07,0.13,1,2.65,6.14,6.2,6.27,0.0588235294,0.0632911392,0.0265486726,NASDAQ,1.54,2.88,0.21,2.54,2.59,-0.19,1.1,1,0.11,1.03,1.1,0.93,1.01,-2.06,-0.2,1.83,2.34,0.9,0.97,-0.69,-0.56,-0.55,-0.44,2.79,1.27
2010-02-10,2147.870117,-0.1029776783,-0.0013947844,0.0116742633,-0.0070384038,0.0073821229,-1.9644712347,-3.3105008942,-6.257714479,-5.8905205044,2163.84799077,2204.18273379,,,0.06,0.11,0.19,2.39,3.72,0.0104463438,-0.0016336056,5.39,6.38,-0.0052147616,0.0018046743,-0.0048725637,0.0003520817,-0.0054538559,-0.005676506,0.0057692308,-0.0004779796,0.0125032564,-0.0007140307,0.0175964439,-0.0053680831,0.0063248311,0.0039516796,0.0069313478,-0.0022325738,0.0066669805,-0.0020141655,0.0114139579,0.0010921653,-0.0023466954,3.66,3.61,3.53,0.05,0.13,0.99,2.66,6.19,6.27,6.32,0.0555555556,0.0833333333,0.0301724138,NASDAQ,-0.33,0.57,0.54,0.1,1.04,0.99,-0.19,-0.46,0.81,-0.08,1.17,0.15,-0.41,0.04,0.5,-0.1,-1.01,0.05,-0.28,0.12,0.19,0.21,3.03,-1.36,-0.41
2010-02-11,2177.409912,0.039476878,0.0137530639,-0.0013947844,0.0116742633,-0.0070384038,2.4456219054,-0.0729732905,-3.8968107388,-5.6540576083,2166.31379463,2201.63294123,,,0.05,0.11,0.18,2.39,3.73,0.0100698174,0.0063113604,5.43,6.43,0.0057628489,-0.0013343934,-0.0111111111,0.0007039155,0.0181938645,0.0232617159,0.005098789,0.0028694405,0.0038590431,0.0046445516,-0.0036791759,0.0060138784,-0.0051876044,0.0057482463,-0.0058594242,0.0096804377,0.0184953653,0.0105406,0.00100554,0.016179408,0.0116730746,3.68,3.62,3.55,0.06,0.13,1,2.7,6.25,6.32,6.38,-0.0526315789,0,0,NASDAQ,1.83,0.7,-0.47,4.82,1.02,-0.38,1.25,-0.33,0.69,1.71,1.28,1.53,1.76,1.97,0.78,0.59,2.08,1.92,1.26,0.37,-0.05,-0.05,-1.08,2.82,2.1
