Date,Close,Volume,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,GBP,JPY,CAD,CNY,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,FCHI,FTSE,GDAXI,DJI,HSI,IXIC,SSEC,S&P,NYSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,Name,AUD,Brent,CAC-F,copper-F,WIT-oil,DAX-F,DJI-F,EUR,FTSE-F,gold-F,HSI-F,KOSPI-F,NASDAQ-F,GAS-F,Nikkei-F,NZD,silver-F,RUSSELL-F,S&P-F,CHF,Dollar index-F,Dollar index,wheat-F,XAG,XAU
2011-12-08,722.679993,0.0331279113,-0.0314418494,-0.0008570315,-0.0003346586,0.0163397032,-1.1043458091,7.1684853434,-0.9837492324,0.531398058,728.597297506,724.005977911,718.562428309,739.804209413,0,0.01,0.04,0.86,1.99,-0.0209059233,-0.0118121579,3.95,5.25,0.0059813058,-0.0009903923,0.0004063268,0.005367856,0.0040350433,-0.0247799039,-0.025687037,-0.010395625,-0.0523529118,-0.0078125,-0.0317929032,-0.0149235196,-0.0253433556,-0.0113757411,-0.0200659645,-0.0162892664,-0.0069004952,-0.0199418237,-0.0012474277,-0.02114181,-0.0251583648,1.99,1.98,1.95,0.01,0.04,1.3,3.26,5.21,5.24,5.25,-0.2,-0.0833333333,-0.0337078652,RUT,-1.16,-1.3,-2.65,-1.55,-2.14,-2.01,-1.65,-0.5,-1.11,-1.79,-0.37,-0.22,-1.56,1.05,0,-1,-3.34,-3.25,-2.22,0.15,0.46,0.45,-0.75,-2.83,-1.91
2011-12-09,745.400024,-0.1088226467,0.0314385775,-0.0314418494,-0.0008570315,-0.0003346586,1.4122069764,11.8950483685,3.7078294261,2.7457744596,731.652338687,726.04350611,719.614883042,739.85988916,0,0.01,0.05,0.89,2.07,0.0106761566,-0.0034985423,4.05,5.35,-0.0039718961,0.00009016,0.0127297043,-0.0020414573,0.0075769544,0.0133872483,0.0324954649,0.0117591723,0.0297951263,0.011811063,0.0274913697,0.0184048196,0.0248297065,0.0082790021,0.0191116125,0.015549611,-0.0272966951,0.0194386867,-0.0062451381,0.0168833519,0.0180961396,2.07,2.06,2.02,0.01,0.05,1.3,3.28,5.3,5.34,5.35,0.25,0,0.0348837209,RUT,0.48,0.47,2.59,1.63,1.09,1.89,1.65,0.22,0.77,0.18,-2.9,-2.88,1.61,-4.05,-1.84,0.4,2.24,3.31,1.84,-0.29,-0.29,-0.25,0.04,1.93,0.13
2011-12-12,733.150024,-0.0600530986,-0.0164341288,0.0314385775,-0.0314418494,-0.0008570315,-1.8580250407,5.0508667127,1.9084875767,-1.5430262635,731.924645107,726.720317338,720.145672884,739.793124333,0,0.01,0.05,0.87,2.03,-0.0163983903,-0.0289643066,4.02,5.3,0.0010333835,-0.0008753862,-0.0038149271,-7.8678206137E-05,-0.0045221685,-0.0181836762,-0.02256538,-0.0158066173,-0.0343580169,-0.0073930347,-0.023039725,-0.0158592705,-0.0260879182,-0.0183209668,-0.0336211018,-0.0133672559,-0.0005687174,-0.013068397,-0.0102472272,-0.0149140536,-0.0185781528,2.03,2.02,1.98,0.01,0.05,1.28,3.27,5.25,5.29,5.3,0,0.0909090909,-0.0224719101,RUT,-1.41,-1.25,-2.57,-2.62,-1.65,-3.21,-1.63,-1.41,-1.72,-2.84,-0.2,1.81,-1.21,-1.9,1.17,-1.83,-3.92,-1.12,-1.87,1.7,1.14,1.14,-0.27,-2.73,-2.62
2011-12-13,718.059998,0.1446993115,-0.0205824531,-0.0164341288,0.0314385775,-0.0314418494,-3.8458488289,3.1547224188,2.3023184852,-2.0234983008,729.403800179,725.89552502,720.063881712,739.576874319,0,0.01,0.06,0.85,1.96,0.0252633732,0.0078336848,3.98,5.25,-0.0046901421,0.0042133046,0.0090337785,0.0017310567,-0.0077327456,-0.0475412031,-0.0024300731,-0.0023617856,-0.023408239,0.0098000784,-0.0190186375,0.0059962021,-0.0035183039,0.0114777896,-0.001930783,-0.0055275821,-0.0069171288,-0.0126289075,-0.0187449234,-0.0086860104,-0.0116616053,1.96,1.95,1.9,0.01,0.06,1.27,3.29,5.19,5.24,5.25,0.2,0,-0.0229885057,RUT,-0.66,2.09,-0.36,-0.61,2.42,-0.48,-0.39,-1.15,0.85,-0.26,-0.45,-2.3,-1,0.77,-0.81,-0.72,0.84,-2.07,-0.73,0.81,0.89,0.89,1.3,-1.79,-2.05
2011-12-14,708.460022,0.0428768649,-0.0133693229,-0.0205824531,-0.0164341288,0.0314385775,-5.0499895787,-3.9272004648,1.752220697,-4.6589861399,725.59584051,724.235000923,719.60882839,739.267253898,0,0.01,0.05,0.86,1.92,-0.0530726257,-0.041554559,3.88,5.16,-0.0064547847,0.0002822207,0.0066173608,-0.0006283874,-0.0221701657,-0.0016618914,0.0115713155,-0.0028409248,0.0070309681,-0.0065993789,0.0027142302,-0.0135352914,-0.0333093136,-0.0224764828,-0.0171657724,-0.0109962874,-0.0050273421,-0.0154927405,-0.0089234521,-0.0113483673,-0.0127610559,1.92,1.91,1.87,0.01,0.05,1.28,3.24,5.11,5.15,5.16,-0.1666666667,0.0416666667,0.0117647059,RUT,-0.97,-4.09,-3.26,-4.72,-5.18,-1.46,-1.09,-0.41,-1.97,-4.55,-0.77,-0.45,-1.71,-4.36,-0.58,-0.85,-7.42,-1.42,-1.12,0.8,0.41,0.44,-3.35,-6.04,-3.49
2011-12-15,716.01001,-0.1135218889,0.0106569006,-0.0133693229,-0.0205824531,-0.0164341288,-0.9229511076,-2.0171043449,6.1793726209,-1.8976208156,723.852962235,723.451668454,719.467698257,739.035838536,0,0,0.05,0.86,1.92,-0.0113780025,-0.0180910792,3.9,5.19,-0.0003255789,0.0018855967,0.0042536736,0.0014933585,-0.003287877,0.0058264689,0.0108368446,0.0129787908,0.0079339892,-0.001172372,-0.0096674397,0.007426951,0.0075802318,0.0063538977,0.0097759665,0.0038338204,-0.0178479991,0.0006694539,-0.0213728292,0.0032431006,0.0045053923,1.92,1.92,1.87,0,0.05,1.29,3.27,5.14,5.19,5.19,0,0.04,0,RUT,0.06,0.07,0.69,-0.34,-1.14,1.09,0.56,0.29,0.6,-0.61,-1.73,-2.49,-0.24,-0.29,-1.53,0.85,1.19,1.23,0.45,-1.5,-0.35,-0.34,-0.54,0.69,-0.28
2011-12-16,722.049988,0.4029719133,0.0084356055,0.0106569006,-0.0133693229,-0.0205824531,-3.1325510126,-1.7645821402,8.3898788978,0.4591287652,723.525148738,723.318175077,719.568964521,738.866825098,0,0,0.04,0.81,1.86,-0.0030903666,0.0127064803,3.82,5.12,0.0030894832,-0.0034312233,-0.0052945707,0.0003139225,0.0054889799,0,0.0131029772,0.0046875469,0.0040931675,0.0172144373,0.0144474418,0.0016244534,-0.0088137082,-0.0025181168,-0.0050326721,-0.0002038892,0.0143425461,0.0056355811,0.0201500153,0.0032161497,0.002846016,1.86,1.86,1.82,0,0.04,1.3,3.26,5.08,5.12,5.12,-0.2,-0.0769230769,-0.0581395349,RUT,0.54,-1.66,-0.54,1.96,-0.36,-0.34,0.42,0.13,0.31,1.33,1.74,1.17,0.68,0,0.36,0.78,1.33,0.67,0.58,-0.38,-0.11,-0.07,0.82,1.92,1.73
2011-12-19,708.559998,-0.3153840398,-0.0186829032,0.0084356055,0.0106569006,-0.0133693229,-3.3540237598,-5.1497301991,1.5274356833,-1.5095473099,720.80421224,721.912634403,719.137240344,738.565264629,-0.01,0.01,0.04,0.82,1.82,0.003313736,0.0025094103,3.76,5.08,0.0001397936,-0.0003853803,0.0049356431,-0.005413463,0.0031232325,-0.0106476501,-0.0088182834,-0.0119751783,-0.0373157114,-0.0180768846,-0.025789107,-0.0078593434,0.0006392026,-0.0041393288,-0.0054491449,-0.0084381084,-0.0117678474,-0.0125972708,-0.0029687442,-0.0117328252,-0.0131547985,1.83,1.81,1.78,0.02,0.05,1.32,3.26,5.04,5.07,5.09,0,0,0.012345679,RUT,-0.81,0.28,-0.24,-0.69,0.37,-0.94,-2.06,-0.31,-1.91,-0.08,-1.12,-3.11,-1.33,-0.99,-1.19,-0.67,-2.98,-2.33,-2.13,0.1,-0.05,-0.01,3.04,-3,-0.24
2011-12-20,738.219971,0.1081391981,0.0418595081,-0.0186829032,0.0084356055,0.0106569006,2.8075610751,-1.1462623085,6.0508542526,5.1745185579,723.970713833,723.465714079,719.885582723,738.561828872,0,0.01,0.04,0.88,1.94,0.0351587471,0.0096996245,3.87,5.21,-0.0009771299,0.0025704152,-0.000577812,-0.0060739923,0.0359488027,0.0177884457,0.0249110306,0.0155831578,0.049185601,0.0195848014,0.0470170307,0.0310574756,0.0272980779,0.0101770919,0.0310930774,0.02866844,0.0005527484,0.0319403959,-0.0010391933,0.0298254231,0.0305945459,1.94,1.93,1.9,0.01,0.04,1.34,3.27,5.17,5.2,5.21,0,0.0833333333,0.0731707317,RUT,1.89,2.98,2.76,1.88,3.56,3.1,2.8,0.65,1.05,1.33,-0.44,0.69,2.45,1.03,0.36,1.53,2.34,4.38,3.09,-0.59,0.07,-0.46,1,2.64,1.35
2011-12-21,740.450012,-0.1165822975,0.0030208354,0.0418595081,-0.0186829032,0.0084356055,4.5154262777,-0.7625918575,0.4108959711,6.3467672084,726.966949863,725.083266262,720.69203093,738.580616764,-0.01,0.01,0.04,0.91,1.98,0.0142033759,-0.0034087388,3.9,5.28,0.0103894999,-0.0021792847,-0.0089612642,0.0074603175,0.001262811,-0.0447622059,0.0237268505,0.0068196221,0.0034151196,-0.010372685,0.0147169434,0.0136585732,-0.008156053,-0.0055169943,-0.0094919989,0.0003437128,0.0185976933,-0.0098935025,-0.0111835589,0.0019495061,0.0037426867,1.99,1.97,1.94,0.02,0.05,1.38,3.3,5.24,5.27,5.29,0,0.0769230769,0.0340909091,RUT,0.15,0.92,-0.83,0.77,1.49,-0.86,-0.06,-0.26,-0.68,-0.23,2.36,3.38,-1.22,0.86,1.32,0,-1.01,0.46,0.02,0.53,0.1,0.18,1.79,-0.44,-0.03
2011-12-22,745.51001,-0.0252680879,0.0068336794,0.0030208354,0.0418595081,-0.0186829032,4.1200541317,3.1590769388,2.0198439959,10.5540202495,730.338415343,727.028670428,721.665285011,738.64956595,0,0.01,0.03,0.91,1.97,0.0089303836,-0.0009328358,3.88,5.26,0,0.0029548306,-0.0011667477,-0.0024893651,0.0052970109,0.026842517,0.0203503663,0.003386715,0.0349629022,0.001940955,0.0133879142,0.0140760101,0.0136381744,0.0124867437,0.0104722575,0.005113271,-0.0020752507,0.0083321296,-0.0022143877,0.0082655495,0.0097759741,1.97,1.96,1.94,0.01,0.03,1.38,3.29,5.23,5.25,5.26,-0.25,0,0,RUT,0.37,0.17,1.32,0.59,0.87,1.04,0.66,0.05,1.38,-0.19,0.01,0.08,0.97,0.44,-0.83,0.76,-0.67,0.58,1.03,-0.09,-0.05,-0.07,0.61,-1.02,-0.65
2011-12-23,747.97998,-0.3603464815,0.0033131279,0.0068336794,0.0030208354,0.0418595081,3.5911629985,0.346116973,1.7632118374,12.2823361229,733.545972553,729.024033244,722.697233834,738.742405891,0,0.01,0.04,0.97,2.03,0.0030175015,-1,3.98,5.35,0.0005647363,0.0011528628,-0.0061325806,-0.0014531211,0.0119934737,-0.0097748981,0.0099723551,0.0122737496,0.0035874139,0.0085239058,0.0198165505,0.0110333372,0.0098606806,0.0102071092,0.0045709461,0.01021801,0.0136541684,0.0073823087,0.0084563293,0.0090350526,0.0077619751,2.03,2.02,1.99,0.01,0.04,1.37,3.32,5.31,5.34,5.35,0.3333333333,0,0.0659340659,RUT,0.21,0.06,1.01,1.58,0.15,0.44,0.94,-0.06,1.07,-0.26,1.05,1.19,0.79,-1.74,2,0.06,0.16,0.22,0.9,0.12,-0.09,-0.04,0.08,-0.14,0.12
2011-12-27,751.309998,-0.0462165877,0.0044520149,0.0033131279,0.0068336794,0.0030208354,6.0333634584,2.4769792547,0.5729313192,7.652954888,736.775795362,731.146506078,723.819303017,738.867456559,0.01,0.02,0.06,0.96,2.02,0.0157440834,0,3.94,5.32,-0.0038890604,-0.0016633187,-0.000489716,0.0008541601,0.0079339349,-0.005697174,-0.0120680197,0.0006061534,-0.0160858207,0.0003841721,-0.0064771498,0.0007040366,0.0003288167,,0.0018421022,-0.0002155841,,0.0025051394,-0.0174977953,7.91082195796E-05,-0.0013686001,2.01,2,1.96,0.01,0.05,1.38,3.3,5.26,5.3,5.31,0.5,0.0714285714,-0.0103092784,RUT,-0.14,1.21,-0.19,-0.66,1.67,0.01,0.02,0.06,,-0.65,,-1.77,0.26,-0.06,0,-0.28,-1.36,0.54,0,-0.3,-0.22,-0.16,3.52,-1.44,-0.8
2011-12-28,735.210022,0.1029714774,-0.021429205,0.0044520149,0.0033131279,0.0068336794,-0.4077306383,2.3883831501,-1.5493192842,5.6184524276,736.491109296,731.533507594,724.265997879,738.831064175,0,0.01,0.05,0.91,1.93,-0.0182643894,0,3.79,5.18,0.0029451498,-0.0020504422,-0.001077903,-0.0011695167,-0.0095687846,-0.013502042,-0.0099944475,-0.0086337477,-0.0115046022,-0.0084485788,-0.01810938,-0.0128986751,-0.0103219119,,-0.0201179251,-0.0113851983,,-0.0134161099,0.0017578488,-0.0124780022,-0.014834096,1.93,1.92,1.88,0.01,0.05,1.39,3.25,5.13,5.17,5.18,-0.1666666667,-0.0666666667,-0.0520833333,RUT,-0.62,-1.56,-1.11,-1.29,-1.95,-1.96,-1.13,-1.01,0.01,-1.96,-0.97,-0.04,-1.09,-0.9,-0.36,-0.6,-5.24,-1.75,-1.25,0.98,0.92,0.88,1.09,-5.58,-2.5
2011-12-29,744.97998,-0.0305747283,0.0132886627,-0.021429205,0.0044520149,0.0033131279,0.611785796,5.1548368103,-0.1554714902,1.0251955703,738.034540333,732.814124014,725.078310903,738.892247417,-0.01,0.02,0.07,0.88,1.91,0.0024135157,-0.0254614895,3.8,5.19,-0.0141003134,0.0009759342,0.0057877183,-0.0004746835,0.0061593707,-0.0001725114,0.0134604599,0.006569901,0.023583337,0.0077459334,0.0239763547,0.0129484082,0.0183909177,0.0107854712,0.0134302787,0.0111616579,-0.0124133282,0.0091738199,0.0016350575,0.0107070875,0.0119832048,1.92,1.89,1.84,0.03,0.08,1.39,3.28,5.12,5.17,5.2,0.4,0,-0.032967033,RUT,0.5,0.42,1.95,0.15,0.29,0.76,1.13,0.2,0.58,-1.47,-0.58,-0.06,0.79,-1.85,-0.36,0.59,0.3,1.02,1.04,-0.34,0.04,-0.01,-0.85,2.58,-0.41
2011-12-30,740.919983,-0.0027566469,-0.0054498069,0.0132886627,-0.021429205,0.0044520149,-0.6156895197,3.4789978704,2.5239373134,1.3917185084,738.559166272,733.586110584,725.699552946,738.912423891,0.01,0.02,0.06,0.83,1.89,-0.0085272873,-1,3.77,5.16,-0.0018194745,-0.003682062,-0.0048766215,-0.0012664239,-0.0002962283,-0.0043713045,-0.0088544549,-0.0045536584,-0.0050867148,-0.002305957,-0.007204647,-0.0059809431,0.0103115526,0.0009880003,0.0084753256,-0.0056547768,0.0019823275,-0.0032865121,0.0118956664,-0.0042913366,-0.001148881,1.88,1.87,1.83,0.01,0.05,1.39,3.27,5.1,5.14,5.15,-0.1428571429,-0.1071428571,-0.0568181818,RUT,0.85,-0.58,1.13,1.99,-0.82,1.12,-0.55,-0.11,0.5,1.68,0.81,,-0.12,-1.26,0.72,0.74,2.2,-0.38,-0.4,-0.14,-0.48,-0.39,1.24,-0.18,1.14
2012-01-03,752.280029,0.7359024583,0.015332352,-0.0054498069,0.0132886627,-0.021429205,0.5748882477,4.1866964203,0.9229950065,2.3482365827,741.053868587,735.366483766,726.741924556,739.045434887,0.01,0.02,0.06,0.89,1.97,0.0417889305,0,3.84,5.26,0.0067514621,-0.0093871545,-0.0028423013,-0.0039625931,0.015382716,0.0342576129,0.025125684,0.004574489,0.0520300752,0.0312018887,0.0315675265,0.0146295183,0.0270870215,0.0228990007,0.045473687,0.0147181859,0.0240322308,0.0167245919,,0.0154739849,0.0196990039,1.96,1.95,1.91,0.01,0.05,1.42,3.29,5.2,5.24,5.25,0,0.08,0.0722891566,RUT,1.42,4.42,0.67,0.08,4.18,1.64,1.54,0.94,0.85,2.17,1.95,3.61,1.82,0.13,0.02,1.19,4.88,1.72,1.56,-0.82,-0.83,-0.71,0.8,6.39,2.42
2012-01-04,747.280029,-0.0890354514,-0.0066464612,0.015332352,-0.0054498069,0.0132886627,-0.5363923029,5.4646086583,1.9273006257,0.0334658568,742.185897753,736.501107122,727.547340417,739.127371146,0.01,0.02,0.06,0.89,2,0.0025252525,0.0093867334,3.89,5.3,0.007994201,-0.0027037567,-0.0061922548,0.002068746,0.0053741507,-0.0084902196,0.0108931367,-0.0060715546,-0.0008576043,0.0235338065,0.0045725994,0.0002325233,-0.0159456466,-0.0055088515,-0.0089223054,0.0016971359,-0.0079512819,-0.0001358634,,0.0001879238,-0.0015961977,1.99,1.98,1.94,0.01,0.05,1.41,3.3,5.24,5.28,5.29,0,-0.0740740741,0,RUT,-0.06,1.4,-1.56,-2.72,0.25,-0.82,0.15,-0.84,-0.37,0.76,-0.13,-0.36,0.55,3.44,-0.09,-0.46,-1.59,-0.48,0.08,1.11,0.64,0.65,-1.25,-1.45,0.51
2012-01-05,752.289978,0.2013511181,0.0067042458,-0.0066464612,0.015332352,-0.0054498069,2.3231397137,1.905936923,4.7670083413,0.7378275779,744.023003252,738.00480911,728.51763993,739.258342359,0.01,0.02,0.07,0.88,2.02,-0.0136601434,-0.0086794792,3.91,5.29,-0.0022168144,-0.0001564219,0.0022747503,-0.0001588058,0.0111019346,0.0005633824,-0.0005387931,-0.0012217623,0.0208869522,0.0102189781,0.0161064782,-0.0030224949,-0.0152615319,-0.0077975117,-0.0025459289,-0.0002190075,0.0045975427,0.0081182313,-0.0096515564,0.0029437171,-0.0016000325,2.01,2,1.95,0.01,0.06,1.38,3.27,5.22,5.27,5.28,0.1666666667,0.08,-0.0112359551,RUT,-1.12,-0.84,-1.39,-0.2,-1.37,-0.27,-0.2,-1.25,-0.79,0.47,0.07,-0.22,0.46,-3.75,-0.35,-0.71,0.7,0.01,0,1.07,1.03,1.01,-3.5,0.41,0.66
2012-01-06,749.710022,-0.1527172465,-0.0034294701,0.0067042458,-0.0066464612,0.015332352,0.6349220284,1.2505921872,5.8224880331,0.4784634155,745.057006661,739.11959129,729.348713737,739.362339171,0.02,0.02,0.05,0.86,1.98,-0.0024555545,0.0109443402,3.85,5.25,-0.0068984118,0.0057489507,0.0061180186,0.0019853875,0.0104538,0.0281515679,0.0053908898,-0.0087155961,-0.0089685818,0.0155347182,-0.002756685,-0.0074626747,-0.0024006427,0.0045161871,-0.0062451399,-0.0044927207,-0.0117123694,0.0016329934,0.0069552946,-0.0025369615,-0.0055645006,1.96,1.96,1.93,0,0.03,1.4,3.27,5.2,5.23,5.23,-0.2857142857,-0.0740740741,-0.0227272727,RUT,-0.2,0.28,-0.44,0.26,-0.25,-0.75,-0.18,-0.46,0.31,-0.2,-0.96,-1.49,0.54,2.75,-1.29,-0.01,-2.09,0.21,0.1,0.29,0.43,0.38,-0.44,-1.94,-0.38
2012-01-09,753.51001,-0.0779992507,0.0050686104,-0.0034294701,0.0067042458,-0.0066464612,1.6992424673,1.0730908898,5.237356947,4.2660675954,746.593916359,740.490107358,730.296215551,739.503112015,0.01,0.01,0.05,0.85,1.98,-0.0024615991,-0.0009279307,3.86,5.26,-0.005303931,-0.0031237054,0.0093173794,-0.0014424982,-0.0015861695,-0.0221784293,0.0112601072,0.0015424649,-0.0016968891,-0.0131626107,0.0124394605,0.0044642503,-0.0030822621,-0.0066198893,-0.0067168174,0.0026513528,0.0146646194,0.0008750544,0.0288874073,0.0022615975,0.0035698759,1.97,1.97,1.93,0,0.04,1.4,3.28,5.21,5.25,5.25,0,0.04,-0.011627907,RUT,0.09,-0.54,-0.19,-0.52,-0.25,-0.54,0.23,0.36,-0.54,-0.53,1.62,-1.3,-0.23,-1.67,0.21,0.99,-0.34,0.79,0.1,-0.73,-0.26,-0.25,2.84,0.8,-0.33
2012-01-10,764.75,0.2522125994,0.0149168423,0.0050686104,-0.0034294701,0.0067042458,1.6576235603,2.242041291,5.9137196468,2.5959183495,749.895022475,742.800573324,731.647344353,739.754324831,0.01,0.02,0.05,0.86,2,0.0091797453,0.013622291,3.86,5.25,0.0025662327,-0.0006501495,-0.0065105432,0.0021589358,0.0035804685,0.0043682684,-0.0074232234,0.0041582781,0.0212464595,0.0036049027,0.0037543005,0.0025731111,0.0265691611,0.0150384678,0.0242221089,0.0056306818,0.0073444633,0.0096915221,0.0268899208,0.0088857698,0.0111065947,1.99,1.98,1.95,0.01,0.04,1.39,3.25,5.2,5.23,5.24,0,-0.0769230769,0.0117647059,RUT,0.69,0.74,2.64,2.84,0.92,2.36,0.43,0.04,1.67,1.46,0.36,1.85,0.71,-2.32,0.15,0.74,3.6,1.52,0.82,0.27,-0.36,-0.3,-0.43,3.24,1.24
2012-01-11,767.23999,-0.060123734,0.0032559529,0.0149168423,0.0050686104,-0.0034294701,2.6710149108,2.1202954895,8.2815840812,4.6497940236,753.048652934,745.128136817,733.043134378,740.027814037,0.01,0.02,0.05,0.82,1.93,-0.0132042254,-0.0015271839,3.8,5.2,0.0010058826,-0.0001301457,-0.0055751174,-0.0001584033,-0.0016302736,-0.0024534516,0.008547009,-0.0010736197,0.0169209713,-0.0043103807,0.0071404624,-0.0074661572,-0.0018562288,-0.0045465601,-0.0017264596,-0.0010446992,0.0077698372,0.0030564329,-0.0042428192,0.0003095969,-0.0009023357,1.92,1.91,1.88,0.01,0.04,1.4,3.27,5.15,5.18,5.19,0,0,-0.0465116279,RUT,0.01,-0.92,-0.22,0.91,-1.34,-0.36,-0.02,-0.53,-0.91,0.5,0.88,-0.31,0.15,-5.68,0.12,0.48,0.25,0.43,0.17,0.27,0.63,0.67,0.57,0.17,0.63
2012-01-12,770.48999,0.0130464804,0.0042359627,0.0032559529,0.0149168423,0.0050686104,2.4192814649,4.7986244671,4.3713283666,7.3016171554,756.219805128,747.543551406,734.51163852,740.330920265,0.02,0.03,0.06,0.84,1.94,-0.0184359203,0.0162129091,3.9,5.21,-0.008956607,0.0001041509,0.0014753615,0.0006337136,-0.0027452491,-0.0166014595,0.0026483582,0.001535483,0.0051827059,0.0101010465,-0.0003376097,-0.0039962858,-0.0015133713,-0.0014812554,0.0043674631,0.0017325533,-0.0029531523,0.0051424475,-0.0004551261,0.0023366087,0.0025162929,1.92,1.91,1.88,0.01,0.04,1.31,3.27,5.15,5.18,5.19,0.2,-0.0833333333,0.0243902439,RUT,0.29,-0.87,-0.14,2.88,-1.75,0.61,0.2,0.96,0,0.49,-0.3,0.74,0.49,-2.78,-0.59,-0.55,0.78,0.41,0.27,-0.99,-0.7,-0.71,-5.81,0.87,0.51
2012-01-13,764.200012,-0.0814748662,-0.0081636077,0.0042359627,0.0032559529,0.0149168423,1.9327459384,2.5799393965,3.2075088953,7.8677678724,757.670751832,749.129880986,735.675888461,740.568423666,0.02,0.03,0.06,0.8,1.89,-0.003433303,-0.0153521975,3.81,5.13,0.0003990608,-0.0010279086,-0.0001964251,0.0002849905,-0.0037494578,0.0141533854,-0.0047543582,0.0004598957,-0.0252374505,0.0089285714,0,0.0016521006,-0.0010906287,-0.0045563373,-0.0058470069,-0.0039258988,0.0057102324,-0.0051492015,-0.0133757354,-0.0049479228,-0.0064091025,1.87,1.86,1.83,0.01,0.04,1.32,3.24,5.07,5.1,5.11,0,0.0909090909,-0.0476190476,RUT,-0.25,-0.74,-0.11,-0.33,-0.4,-0.81,-0.19,-1.16,-0.6,-1.03,0.91,1.09,-0.21,-1,1.43,0.14,-1.99,-0.57,-0.21,0.87,0.93,0.93,-0.7,-1.62,-0.65
2012-01-17,765.530029,0.0861560461,0.0017404043,-0.0081636077,0.0042359627,0.0032559529,1.5952036258,3.3215524705,2.6854125004,6.9161070807,759.099711317,750.691799845,736.84663907,740.816797848,0.02,0.03,0.06,0.79,1.87,0.0203668051,0.0125343932,3.79,5.11,-0.0011184888,0.0005340132,-0.0003929273,-0.0018519105,0.0116481192,0.018159433,-0.0053078556,-0.0021452497,-0.028117986,0.0003539823,0.0074298883,0.0095429433,0.0229939716,0.0101834264,0.0309047083,0.0048309817,0.0220433671,0.0064228241,0.0239665862,0.0035529545,0.0050367243,1.85,1.84,1.81,0.01,0.04,1.32,3.24,5.05,5.08,5.09,0,-0.125,-0.0125,RUT,0.72,0.3,1.41,1.55,2.04,1.62,0.07,0.6,0.61,1.52,3.49,2.07,0.68,-6.82,1.07,0.84,0.59,-0.69,0.02,-0.69,-0.19,-0.42,0.54,0.4,0.51
2012-01-18,779.26001,0.0213614795,0.0179352612,0.0017404043,-0.0081636077,0.0042359627,1.8973533835,3.5864279205,4.1819341208,7.9232771901,762.765220169,753.412581764,738.509908518,741.199317372,0.02,0.03,0.07,0.82,1.92,-0.0008937438,-0.0054347826,3.78,5.17,0.0008893982,0,-0.0027515723,0.0017284851,0.0103838167,0.0428272478,0.014941302,0.0024569409,0.0466915211,-0.0010615711,0.0137445525,0.008869121,-0.0015474231,0.0014752199,0.003417004,0.0077615235,0.0030146054,0.0152597731,-0.0139189501,0.011107929,0.012578105,1.9,1.89,1.85,0.01,0.05,1.39,3.25,5.1,5.14,5.15,0.1666666667,0.1428571429,0.0379746835,RUT,0.39,-0.78,-0.14,0.56,-0.12,0.49,0.68,0.89,0.04,0.26,-0.49,-0.26,1.29,-0.64,0.94,0.32,1.36,1.69,1.01,-1.07,-0.75,-0.7,-2.11,1.43,0.58
2012-01-19,782.369995,0.0902625874,0.0039909465,0.0179352612,0.0017404043,-0.0081636077,1.9720042226,4.6956916602,4.1341120287,10.4169014915,766.329724683,756.170430644,740.22991191,741.608975856,0.04,0.05,0.07,0.87,2.01,-0.0028824173,0.0048573163,3.87,5.23,0.005956215,-0.0006899505,-0.0032518723,-0.000949818,-0.0031693714,0.0264463416,0.0068349106,-0.0013786305,0.0106732072,-0.0038965285,-0.0029761905,0.0067091038,0.019605324,0.0068042041,0.0097079651,0.0035798118,0.0130050459,0.0067227678,0.0131005679,0.0049386569,0.0067477796,1.97,1.96,1.94,0.01,0.03,1.36,3.22,5.16,5.18,5.19,0,0.0833333333,0.0609756098,RUT,-0.04,0.8,1.9,1.33,-0.2,0.93,0.66,0.86,0.9,-0.33,1.78,1.77,0.2,-6.07,1.17,-0.09,-0.1,0.66,0.63,-0.66,-0.51,-0.48,2.36,0.33,-0.22
2012-01-20,784.619995,-0.1238879596,0.0028758772,0.0039909465,0.0179352612,0.0017404043,1.8338985819,4.2975472152,6.720524955,6.2853926774,769.655228377,758.879912963,741.970699482,742.036946196,0.03,0.05,0.07,0.91,2.05,-0.0216307815,-0.0012084592,3.86,5.29,0.0037790117,0.004077325,0,-0.0006021233,-0.0174167036,-0.0181023608,0,0.0012271053,0.0116436772,0.0565433124,0.0129353566,0.0052855223,-0.002234928,-0.00219468,-0.0018499296,0.0076441817,0.008394943,-0.0005846248,0.0100358087,0.0006694599,0.0012763169,2.02,2,1.98,0.02,0.04,1.43,3.24,5.22,5.24,5.26,0,0,0.0459770115,RUT,0.65,-1.52,-0.04,-1.47,-1.92,-0.06,0.53,-0.21,-0.27,0.58,1.3,1.82,0.39,0.9,1.16,0.47,3.82,0.29,0.02,0.2,0,0,0.74,4.9,0.56
